# Qualitas Corpus Metadata
# Timestamp: 20130909T1126NZST
# See http://qualitascorpus.com/docs/metadata/attributes.html for explanation of fields.
system	status	sysvercount	description	sysver	fullname	domain	jreversion	license	distribution	releasedate	sourcepackages	n_bin	n_both	n_files	n_top(bin)	loc(both)	ncloc(both)	url
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.3-win32	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2007-06-25	org.eclipse. com.sun.jdi	26130	25471	14397	14958	3060943	1817050	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.3.1-win32	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2007-09-21	org.eclipse. com.sun.jdi	26149	25490	14402	14963	3064846	1819874	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.3.1.1-win32	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2007-10-23	org.eclipse. com.sun.jdi	26149	25490	14402	14963	3064845	1819873	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.3.2-win32	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2008-02-21	org.eclipse. com.sun.jdi	26153	25494	14403	14964	3065839	1820578	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.4	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2008-06-17	org.eclipse. com.sun.jdi	29385	29127	16535	16785	3473520	2061190	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.4.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2008-09-12	org.eclipse.	29273	29015	16420	16670	3473056	2061667	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.4.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2009-02-11	org.eclipse. com.sun.jdi	29422	29164	16549	16799	3477664	2064098	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.5	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2009-06-11	org.eclipse. com.sun.jdi	31118	31042	17500	17607	3712378	2204325	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6-m1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2009-08-06	org.eclipse. com.sun.jdi	31152	31076	17566	17673	3708688	2201127	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6-m2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2009-09-17	org.eclipse. com.sun.jdi	31275	31107	17574	17734	3713146	2203915	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.5.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2009-09-17	org.eclipse. com.sun.jdi	31181	31013	17466	17626	3708395	2201681	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6-m3	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2009-10-30	org.eclipse. com.sun.jdi	31465	31389	17741	17852	3742536	2221584	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6-m4	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2009-12-10	org.eclipse. com.sun.jdi	31554	31475	17786	17904	3755829	2229520	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6-m5	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2010-01-29	org.eclipse. com.sun.jdi	31967	31888	18054	18172	3798479	2253603	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.5.2-rc3	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2010-02-05	org.eclipse. com.sun.jdi	31319	31151	17587	17747	3712277	2203672	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.5.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2010-02-11	org.eclipse. com.sun.jdi	31319	31151	17587	17747	3712277	2203672	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.5.2-rc4	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2010-02-12	org.eclipse. com.sun.jdi	31319	311151	17587	17747	3712277	2203672	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6-m6	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2010-03-12	org.eclipse. com.sun.jdi	31572	31492	17692	17811	3751455	2234630	http://www.eclipse.org/
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;bin/eclipse/epl-v10.html	e	2010-06-23	org.eclipse.	32160	32081	18027	18149	3840814	2282511	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.0	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2010-07-27	org.eclipse.	32927	31162	17535	18607	3722766	2213752	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2010-09-08	org.eclipse.	32172	32093	18029	18151	3842942	2284023	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.6.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2011-02-11	org.eclipse.	32173	32094	18028	18150	3843893	2284736	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2011-06-12	org.eclipse.	33678	31111	17366	1892	3761207	2222081	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.7	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2011-06-14	org.eclipse.	32684	32603	18244	18369	3904813	2325141	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.7.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2011-09-10	org.eclipse.	32695	32615	18251	18376	3911750	2330479	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.1.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2011-09-12	org.eclipse.	33698	31122	17365	18927	3767512	2227321	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.7.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2012-02-08	org.eclipse.	32709	32628	18253	18378	3912646	2331083	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.1.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2012-02-23	org.eclipse.	33710	31123	17365	18929	3767849	2227514	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2012-06-08	org.eclipse.	34534	33704	18955	19321	4078535	2425902	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.8	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2012-06-08	org.eclipse.	33464	33447	18735	18798	4053604	2422785	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.8.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2012-09-14	org.eclipse.	33515	33447	18735	18849	4053807	2422940	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.2.1	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2012-09-14	org.eclipse.	34603	33713	18958	19375	4080040	2426998	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-3.8.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2013-01-31	org.eclipse.	33516	33448	18737	18851	4054175	2423278	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.2.2	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e	2013-02-04	org.eclipse.	34620	33729	18961	19378	4081823	2428273	http://www.eclipse.org
eclipse_SDK	Active	52	An open extensible development platform	eclipse_SDK-4.3	<none>	IDE	1.6.0	Eclipse Public License - Version 1.0;src/eclipse/epl-v10.html	e,r	2013-06-05	org.eclipse.	34890	33874	19012	19445	4107804	2442717	http://www.eclipse.org
emma	Active	2	Toolkit for measuring and reporting Java code coverage	emma-2.0.4019	EMMA: a free Java code coverage tool	testing	1.4.2_19	Common Public License - v 1.0;src/emma-2.0.4019/cpl-v10.html	f	2004-05-19	com.vladium.	292	292	172	171	35231	23116	http://emma.sourceforge.net/
emma	Active	2	Toolkit for measuring and reporting Java code coverage	emma-2.0.5312	EMMA: a free Java code coverage tool	testing	1.4.2_19	Common Public License - v 1.0;src/emma-2.0.5312/cpl-v10.html	r	2005-06-12	com.vladium	330	330	194	193	39237	25806	http://emma.sourceforge.net/
exoportal	Retired	1	Platform to consistently build modern, user-centric social applications	exoportal-v1.0.2	Exo Platform	diagram generator/data visualization	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2;src/exo/build/license.txt	r	2006-05-16	org.exoplatform	1332	1225	1133	1240	84692	56805	http://exo.sourceforge.net/
findbugs	Active	2	Providesstatic analysis to look for bugs in Java code.	findbugs-1.0.0	Find Bugs	testing	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1;src/findbugs-1.0.0/LICENSE.txt	f	2006-06-10	edu.umd. net.jcip.annotations.	947	935	590	603	95647	53982	http://findbugs.sourceforge.net/
findbugs	Active	2	Providesstatic analysis to look for bugs in Java code.	findbugs-1.3.9	Find Bugs	testing	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1;src/findbugs-1.3.9/LICENSE.txt	r	2009-08-21	edu.umd.cs.findbugs. net.jcip.annotations	1744	1715	1023	1053	181840	109096	http://findbugs.sourceforge.net/
fitjava	Lost	1	Customer-level test support	fitjava-1.1	<none>	testing	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2;src/license.txt	r	2004-04-07	fit. fat.	61	61	37	37	2709	2240	http://fit.c2.com/
fitlibraryforfitnesse	Active	2	Provides general-purpose fixtures (and runners) for storytests with Fit and FitNesse	fitlibraryforfitnesse-20050923	<none>	testing	1.4.2_19	NONE; FitLibrary-2.0 was released under GNU General Public License version 2.0 according to http://sourceforge.net/projects/fitlibrary (checked 20130729)	f	2005-09-23	fitlibrary. fit.exception	165	165	131	131	8235	6729	http://sourceforge.net/projects/fitlibrary/
fitlibraryforfitnesse	Active	2	Provides general-purpose fixtures (and runners) for storytests with Fit and FitNesse	fitlibraryforfitnesse-20100806	FitLibrary	testing	1.6.0	NONE; FitLibrary-2.0 was released under GNU General Public License version 2.0 according to http://sourceforge.net/projects/fitlibrary (checked 20130729)	r	2010-08-06	fitlibrary.	1290	892	639	724	33379	27539	http://sourceforge.net/projects/fitlibrary/
freecol	Active	32	Turn-based strategy game	freecol-0.3.0	<none>	games	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2004-09-30	net.sf.freecol	222	222	126	127	37014	21309	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.4.0	<none>	games	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2005-06-23	net.sf.freecol	320	320	178	180	51836	30305	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.5.0	<none>	games	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2006-07-23	net.sf.freecol	416	416	228	230	71997	42155	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.5.1	<none>	games	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2006-09-22	net.sf.freecol	420	420	229	231	73157	42925	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.5.2	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2006-11-26	net.sf.freecol	431	431	233	235	77789	45538	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.5.3	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2006-12-05	net.sf.freecol	440	440	235	237	79840	46900	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.6.0	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2007-04-16	net.sf.freecol	611	611	301	303	88424	51218	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.6.1	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2007-04-30	net.sf.freecol	617	617	304	306	91817	53832	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.7.0	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2007-07-13	net.sf.freecol	695	695	328	330	100659	59461	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.7.1	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2007-08-13	net.sf.freecol	709	709	331	333	102172	60508	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.7.2	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2007-09-19	net.sf.freecol	713	713	334	336	103006	61105	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.7.3	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2008-01-27	net.sf.freecol	727	727	339	341	110089	61197	http://www.freecol.org/
freecol	Active	32	Turn-based strategy game	freecol-0.7.4	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2008-06-16	net.sf.freecol	740	740	339	341	111646	62321	http://sourceforge.net/project/showfiles.php?group_id=43225&package_id=35488
freecol	Active	32	Turn-based strategy game	freecol-0.8.0	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2009-01-14	net.sf.freecol	927	927	420	422	132658	74138	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.8.1	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2009-02-21	net.sf.freecol	931	931	425	427	133866	74723	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.8.2	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2009-05-03	net.sf.freecol	931	931	425	427	134000	74787	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.8.3	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2009-05-11	net.sf.freecol	931	931	425	427	134000	74787	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.8.4	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2009-08-01	net.sf.freecol	940	940	427	429	135245	75582	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.9.0	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2010-01-01	net.sf.freecol	1081	1081	491	492	148664	83384	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.9.1	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2010-02-28	net.sf.freecol	1085	1085	493	494	149441	83889	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.9.2	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2010-03-07	net.sf.freecol	1087	1087	493	494	149457	83898	http://sourceforge.net/project/showfiles.php?group_id
freecol	Active	32	Turn-based strategy game	freecol-0.9.3	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2010-06-20	net.sf.freecol	1077	1077	484	485	146003	81644	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.9.4	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2010-08-08	net.sf.freecol	1077	1077	484	485	146032	81671	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.9.5	<none>	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2010-10-04	net.sf.freecol	1078	1078	484	485	146106	81735	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.0	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2011-06-12	net.sf.freecol	1200	1200	559	560	164677	91255	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.1	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2011-07-25	net.sf.freecol	1213	1213	561	562	168848	93302	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.2	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2011-09-05	net.sf.freecol	1214	1214	564	565	167952	92593	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.3	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2011-09-27	net.sf.freecol	1225	1225	574	575	169861	93239	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.4	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2012-02-11	net.sf.freecol	1257	1257	597	598	172558	94339	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.5	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2012-02-19	net.sf.freecol	1259	1259	598	599	173065	94605	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.6	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e	2012-12-27	net.sf.freecol	1311	1311	630	631	183936	100546	http://www.freecol.org
freecol	Active	32	Turn-based strategy game	freecol-0.10.7	<none>	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecol/COPYING	e,r	2013-01-07	net.sf.freecol	1310	1310	630	631	184152	100748	http://www.freecol.org
freecs	Active	2	Chatserver	freecs-1.2.20060130	FreeCS	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freecs-1.2.20060130/GPL-LICENSE.txt	f	2006-01-30	freecs.	131	131	121	121	21969	16292	http://freecs.sourceforge.net/
freecs	Active	2	Chatserver	freecs-1.3.20100406	FreeCS	tool	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 3, 29 June 2007;src/freecs-1.3.20100406/GPL-LICENSE-3.0.txt	r	2010-04-06	freecs.	147	147	139	139	29943	23012	http://freecs.sourceforge.net/
freemind	Active	16	Mind-mapping tool	freemind-0.0.2	FreeMind	diagram generator/data visualization	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/gpl.txt	e	2000-06-27	freemind	55	55	26	26	4259	2712	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.0.3	FreeMind	diagram generator/data visualization	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/gpl.txt	e	2000-07-10	freemind	60	60	25	25	4584	3019	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.1.0	FreeMind	diagram generator/data visualization	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license	e	2000-08-06	freemind	80	80	41	41	5801	3330	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.2.0	FreeMind	diagram generator/data visualization	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freemind/license	e	2000-11-02	freemind	90	90	41	41	6638	3770	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.3.0	FreeMind	diagram generator/data visualization	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license	e	2001-03-25	freemind	134	134	60	60	11631	6501	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.3.1	FreeMind	diagram generator/data visualization	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license	e	2001-03-27	freemind	135	135	60	60	11683	6544	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.4	FreeMind	diagram generator/data visualization	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license	e	2001-07-08	freemind	146	146	66	66	13453	7706	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.5	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license	e	2002-07-28	freemind	158	158	69	69	16162	9707	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.6	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license	e	2003-02-02	freemind	183	183	71	71	16407	9973	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.6.1	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license	e	2003-02-09	freemind	184	184	71	71	16441	10000	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.6.5	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/src/license	e	2003-09-04	freemind	181	181	71	71	17518	10936	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.6.7	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/src/license	e	2003-10-26	freemind	189	189	74	74	18577	11597	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.7.1	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freemind/license	e	2004-02-15	freemind	227	227	92	92	21983	12752	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.8.0	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freemind/license	e	2005-09-07	freemind accessories.plugins plugins.svg plugins.help plugins.time	858	858	503	505	100398	69447	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.8.1	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freemind/license	e	2008-02-23	freemind accessories.plugins plugins.svg plugins.help plugins.time	858	858	503	505	100285	69334	http://freemind.sourceforge.net
freemind	Active	16	Mind-mapping tool	freemind-0.9.0	FreeMind	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/freemind/license	e,r	2011-02-19	freemind accessories.plugins de.foltin plugins.script plugins.svg plugins.help	1114	912	415	618	80286	50198	http://freemind.sourceforge.net
galleon	Active	2	Media server for the TiVo(R) DVR	galleon-1.8.0	<none>	3D/graphics/media	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/copying	f	2005-10-30	org.lnicholls.	739	720	236	243	69651	53116	http://sourceforge.net/projects/galleon/
galleon	Active	2	Media server for the TiVo(R) DVR	galleon-2.3.0	Galleon	3D/graphics/media	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/copying	r	2006-04-15	org.lnicholls.galleon.	809	790	252	259	68826	52653	http://galleon.sourceforge.net/index.php
ganttproject	Active	2	Tool for project scheduling and management	ganttproject-1.11.1	<none>	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/ganttproject-1.11.1/COPYING	f	2005-05-14	net.sourceforge.ganttproject.	548	548	308	310	37701	25462	http://sourceforge.net/projects/ganttproject/
ganttproject	Active	2	Tool for project scheduling and management	ganttproject-2.0.9	Gantt Project	tool	1.4.2_19	GNU General Public License as published by the Free Software Foundation;src/ganttproject-2.0.9-src/ganttproject/COPYING	r	2009-03-31	net.sourceforge.ganttproject. org.ganttproject.	1058	1058	506	510	67286	47051	http://www.ganttproject.biz/
gt2	Active	2	Library that provides tools for geospatial data	gt2-2.2-rc3	GeoTools	SDK	1.5.0_22	Geotools2 - OpenSource mapping toolkit * http://geotools.org * (C) 2002, Geotools Project Managment Committee ;src/gt2-2.2-RC3/module/main/LICENSE.txt	f	2006-12-06	org.geotools	2827	2814	1886	1915	477039	218280	http://sourceforge.net/projects/geotools/
gt2	Active	2	Library that provides tools for geospatial data	gt2-2.7-M3	GeoTools	SDK	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1;src/geotools-2.7-M3/licenses/LGPL	r	2010-09-02	org.geotools.	5613	5593	4058	4091	935549	446863	http://geotools.org/
hadoop	Active	1	A set of utilities including FileSystem, RPC, and serialization libraries.	hadoop-1.0.0	Hadoop Common	middleware	1.6.0	Apache License Version 2.0, January 2004;src/hadoop-1.0.0/LICENSE.txt	r	2011-12-27	org.apache.hadoop	2116	2069	1045	1078	237803	142790	http://hadoop.apache.org/common
